Topic,Count,Name,Representation,Representative_Docs
69,94,69_assigns_moody assigns_moody_series,"['assigns', 'moody assigns', 'moody', 'series', 'notes', 'gr', 'rating', 'authority', 'issued', 'vmig']","[""Golden Credit Card Trust, Series 2021-1 -- Moody's assigns definitive rating to Golden Credit Card Trust, Series 2022-1 Class A Notes"", ""Moody's assigns (P)A1 to LEVC Finance Ltd's credit enhanced bonds"", ""Moody's assigns provisional rating to Golden Credit Card Trust, Series 2022-2 Class A Notes""]"
70,93,70_record_contracts_million contracts_record open,"['record', 'contracts', 'million contracts', 'record open', 'open', 'volume', 'futures', 'announces record', 'futures options', 'reports record']","['__TICKER__ ’s Global Commodity and Energy Markets Reach Record Open Interest Across Futures and Options', '__TICKER__ ’s Global Commodity and Energy Markets Reach Record Open Interest with Record Volume in Oil Options', '__TICKER__ Reports Record Open Interest of Over 90 Million Contracts Across Total Futures and Options Markets']"
71,92,71_expect_preview expect_preview_earnings preview,"['expect', 'preview expect', 'preview', 'earnings preview', 'earnings expect', 'expect expect', 'quarterly earnings', 'report', 'report earnings', 'preview need']","[""Earnings Preview: What to Expect From CME Group's Report"", 'Blackstone Earnings Preview: What to Expect', 'BlackRock Earnings Preview: What to Expect']"
72,92,72_collaborate_experience_solution_clients,"['collaborate', 'experience', 'solution', 'clients', 'digital', 'personalized', 'integrate', 'online', 'international students', 'bring']","['__COMPANY__ and Toronto Regional Real Estate Board collaborate to bring digital payment solutions to the Canadian real estate industry', '__COMPANY__ and Cohere partner to develop the next generation of highly secure generative AI solutions for financial services', '__TICKER__ and MPOWER Financing Collaborate to Help Simplify the Banking Experience for International Students in Canada']"
73,90,73_tsx dividend_stocks consider_dividend stocks_tsx,"['tsx dividend', 'stocks consider', 'dividend stocks', 'tsx', '2025 tsx', 'consider', 'watch', 'stocks watch', 'dividend', 'watch september']","['Top TSX Dividend Stocks To Consider In September 2025', 'Top TSX Dividend Stocks To Watch In September 2025', '3 Top TSX Dividend Stocks To Consider']"
74,89,74_news_2023 news_2022 news_2025 news,"['news', '2023 news', '2022 news', '2025 news', 'news oct', '2024 news', 'oct', '2021 news', 'news apr', 'apr']","['Company News for Oct 14, 2025', 'Company News for Oct 18, 2022', 'Company News for Oct 2, 2023']"
75,88,75_strong etf_etf right_right invesco_etf,"['strong etf', 'etf right', 'right invesco', 'etf', 'strong', 'right', 'invesco amp', 'invesco', 'equal weight', 'equal']","['Is Invesco S&amp;P 500 Equal Weight Energy ETF (RYE) a Strong ETF Right Now?', 'Is Invesco S&amp;P 500 Equal Weight Energy ETF (RSPG) a Strong ETF Right Now?', 'Is Invesco S&amp;P 500 Equal Weight ETF (RSP) a Strong ETF Right Now?']"
76,87,76_settle_pay_million settle_agrees pay,"['settle', 'pay', 'million settle', 'agrees pay', 'billion settle', 'case pay', 'agrees', 'resolve', 'case', 'pay 300']","['__COMPANY__ Agrees to Pay $300 Million to Settle Auto Insurance Lawsuit', ""__COMPANY__ agrees to pay $1 billion to settle shareholders' class-action lawsuit"", '__COMPANY__ agrees to pay $300 million to settle with shareholders over auto insurance disclosures']"
77,86,77_transactions shares_declaration transactions_declaration_transactions,"['transactions shares', 'declaration transactions', 'declaration', 'transactions', 'buyback declaration', 'group share', 'share buyback', '2023 group', 'buyback', 'share']","['__COMPANY__ Group: share buyback - declaration of transactions in own shares from 1 to 5 May 2023', '__COMPANY__ GROUP: Share buyback - declaration of transactions in own shares from 3 to 7 April 2023', '__COMPANY__ GROUP: Share buyback - declaration of transactions in own shares from 5 to 9 June 2023']"
78,86,78_financial results_results reports_reports quarter_results,"['financial results', 'results reports', 'reports quarter', 'results', 'quarter', 'reports fourth', 'reports', 'fourth quarter', '2021 financial', '2023 financial']","['__COMPANY__ Reports Third-Quarter 2021 Financial Results', '__COMPANY__ Reports Fourth Quarter 2021 Financial Results', '__COMPANY__ Reports Fourth-Quarter 2021 Financial Results']"
79,84,79_recession_crisis_strategist_looming,"['recession', 'crisis', 'strategist', 'looming', 'strategist says', 'wonder', 'boomers', 'fink', 'broader', 'couldn']","[""BlackRock CEO Larry Fink Says, 'No Wonder Millennials And Gen Z Are Economically Anxious.' They Blame Boomers For Putting Themselves First"", 'Top analyst says you weren’t crazy for thinking the economy felt worse than it looked the last 3 years. The ‘rolling recession’ just ended', ""‘Most dangerous time the world has seen in decades’: Jamie Dimon just gave a stern warning to investors, says geopolitics could trigger a 'deep recession' — 4 ways to hedge your portfolio""]"
80,84,80_declares_stock dividends_dividends_dividends declares,"['declares', 'stock dividends', 'dividends', 'dividends declares', 'preferred stock', 'declares preferred', 'preferred', 'pfd', 'shs', 'dividend corporation']","['__COMPANY__ Declares Preferred Stock Dividends for Third Quarter 2023', '__COMPANY__ Declares Common Stock Dividends; __COMPANY__ Declares Preferred Dividends', '__COMPANY__ Declares Preferred Stock Dividends']"
81,83,81_completes investment_partners completes_investment_completes,"['completes investment', 'partners completes', 'investment', 'completes', 'partnership', 'management launches', 'partners', 'capital partners', 'private credit', 'infrastructure']","['__COMPANY__ Capital Partners Completes Investment in Alliance Technical Group', '__COMPANY__ Capital Partners Completes Investment in SpendMend', '__COMPANY__ Infrastructure Partners Completes Investment in SpecialtyCare']"
82,83,82_fund pick_strong mutual_pick right_mutual fund,"['fund pick', 'strong mutual', 'pick right', 'mutual fund', 'pick', 'right rowe', 'mutual', 'right', 'strong', 'fund']","['Is T. Rowe Price Growth Stock I (PRUFX) a Strong Mutual Fund Pick Right Now?', 'Is __COMPANY__ Large Cap Growth A (OLGAX) a Strong Mutual Fund Pick Right Now?', 'Is __COMPANY__ Small Cap Growth Fund A (PGSGX) a Strong Mutual Fund Pick Right Now?']"
83,82,83_earnings revenues_surpass estimates_surpasses_surpass,"['earnings revenues', 'surpass estimates', 'surpasses', 'surpass', 'estimates', 'revenues surpass', 'revenues', 'revenues beat', 'beat estimates', 'revenue estimates']","['__COMPANY__ __TICKER__ Q4 Earnings and Revenues Surpass Estimates', '__COMPANY__ __TICKER__ Q3 Earnings and Revenues Surpass Estimates', '__TICKER__ __TICKER__ Q3 Earnings and Revenues Surpass Estimates']"
84,81,84_research reports_analyst reports_stock reports_reports,"['research reports', 'analyst reports', 'stock reports', 'reports', 'research', 'amp blackrock', 'amp', 'analyst', 'blackrock amp', 'reports alphabet']","['Top Research Reports for Microsoft, Nike &amp; BlackRock', 'Q1 Earnings Season Scorecard and Analyst Reports for NVIDIA, Alphabet &amp; Berkshire Hathaway', 'Top Research Reports for Meta Platforms, BlackRock &amp; Palo Alto']"
85,81,85_ago_invested_1000_invested 1000,"['ago', 'invested', '1000', 'invested 1000', 'years ago', 'invested 000', 'ago worth', 'decade ago', 'today invested', '10 years']","[""If You Invested $1000 in __TICKER__ Group a Decade Ago, This is How Much It'd Be Worth Now"", ""If You Invested $1000 in Blackstone Group a Decade Ago, This is How Much It'd Be Worth Now"", ""If You Invested $1000 in __COMPANY__ a Decade Ago, This is How Much It'd Be Worth Now""]"
86,80,86_mid month_announces mid_settlement date_open short,"['mid month', 'announces mid', 'settlement date', 'open short', 'month open', 'positions nasdaq', 'stocks settlement', 'short positions', 'mid', 'nasdaq stocks']","['Nasdaq Announces Mid-Month Open Short Interest Positions in Nasdaq Stocks as of Settlement Date May 15, 2019', 'Nasdaq Announces Mid-Month Open Short Interest Positions in Nasdaq Stocks as of Settlement Date May 15, 2020', 'Nasdaq Announces Mid-Month Open Short Interest Positions in Nasdaq Stocks as of Settlement Date May 15, 2017']"
87,79,87_earnings transcript_transcript_2023 earnings_transcript group,"['earnings transcript', 'transcript', '2023 earnings', 'transcript group', 'q4 2023', 'transcript corporation', 'q4 2022', 'q1 2024', '2023', 'q4']","['__COMPANY__ ( __TICKER__ ) Q3 2023 Earnings Call Transcript', '__COMPANY__ Inc. ( __TICKER__ ) Q4 2023 Earnings Call Transcript', '__COMPANY__ ( __TICKER__ ) Q4 2023 Earnings Call Transcript']"
88,78,88_institutional owners_institutional_owners hold_favoured,"['institutional owners', 'institutional', 'owners hold', 'favoured', 'favoured institutional', 'owners', 'largely controlled', 'controlled institutional', 'institutional shareholders', 'controlled']","['__COMPANY__ Corporation ( __TICKER__ ) is favoured by institutional owners who hold 68% of the company', '__COMPANY__ Corporation ( __TICKER__ ) is favoured by institutional owners who hold 59% of the company', 'The __COMPANY__ Corporation ( __TICKER__ ) is favoured by institutional owners who hold 86% of the company']"
89,76,89_forbes_named forbes_named_advisors,"['forbes', 'named forbes', 'named', 'advisors', 'best state', 'teams', 'management teams', 'list', 'teams list', 'state wealth']","['Five __TICKER__ Advisor Teams in Arizona Named to the Forbes Best-In-State Wealth Management Teams List', 'Twenty-two __TICKER__ Advisor Teams in Southern California and Hawaii Named to Forbes Best-in-State Wealth Management Teams List', 'Twenty-Six __TICKER__ Advisor Teams in Southern California and Hawaii Named to Forbes Best-In-State Wealth Management Teams List']"
90,76,90_sells_insider_insider sell_insider sale,"['sells', 'insider', 'insider sell', 'insider sale', 'shares', '000 shares', 'vice', 'group insider', 'director', 'vice president']","['Insider Sale: Vice Chairman and CFO Eric Aboaf Sells 12,000 Shares of __COMPANY__ Corporation __TICKER__', 'Insider Sell Alert: Vice President Robert Higginbotham Sells 40,000 Shares of T. ...', 'Insider Sale: Vice Chairman and CFO Eric Aboaf Sells 7,000 Shares of __COMPANY__ Corporation __TICKER__']"
91,75,91_market statistics_monthly market_group reports_statistics,"['market statistics', 'monthly market', 'group reports', 'statistics', 'monthly', 'statistics group', 'annual report', 'publishes', '2021 monthly', 'wide transparency']","['__TICKER__ Group Reports February 2021 Monthly Market Statistics', '__TICKER__ Group Reports April 2021 Monthly Market Statistics', '__TICKER__ Group Reports May 2021 Monthly Market Statistics']"
92,75,92_making biggest_stocks making_biggest moves_making,"['making biggest', 'stocks making', 'biggest moves', 'making', 'moves midday', 'biggest', 'moves', 'midday', 'moves premarket', 'premarket']","['Stocks making the biggest moves midday: Lululemon, Nike, Tesla, Nvidia and more', 'Stocks making the biggest moves midday: Apple, Tesla, AbbVie, Delta Air Lines and more', 'Stocks making the biggest moves midday: Apple, Alibaba, Palantir Technologies and more']"
93,73,93_stocks watch_watch_stock trades_trades,"['stocks watch', 'watch', 'stock trades', 'trades', 'watch wednesday', 'tuesday', 'trades tuesday', 'tickers stocks', 'watch tuesday', 'dividend report']","['Stocks to Watch Tuesday: __COMPANY__ , AT&amp;T, Novartis', 'Stocks to Watch Tuesday: __COMPANY__ , Tesla, Boeing', 'Stocks to Watch Tuesday: Nvidia, __COMPANY__ Chase, __COMPANY__']"
94,73,94_market closing_closing bell_corporation ring_closing,"['market closing', 'closing bell', 'corporation ring', 'closing', 'ring nasdaq', 'ring', 'bell', 'nasdaq stock', 'stock market', 'corporation']","['Incyte Corporation ( __TICKER__ ) to Ring The Nasdaq Stock Market Closing Bell', 'Scholastic Corporation ( __TICKER__ ) to Ring The Nasdaq Stock Market Closing Bell', 'The Community Financial Corporation ( __TICKER__ ) to Ring The Nasdaq Stock Market Closing Bell']"
95,73,95_buys_corp_llc buys_sells,"['buys', 'corp', 'llc buys', 'sells', 'llc', 'fund buys', 'buys corp', 'management buys', 'corp sells', 'buys group']","['Engrave Wealth Partners LLC Buys Phillips 66, Oracle Corp, __COMPANY__ Corp, Sells Janus ...', 'Alpha Cubed Investments, LLC Buys __COMPANY__ Corp, Best Buy Co Inc, ASML Holding NV, Sells ...', 'Heron Financial Group, Llc Buys __COMPANY__ Corp, M&amp;T Bank Corp, NVIDIA Corp, Sells ...']"
96,72,96_earnings transcript_transcript_2021 earnings_q2 2021,"['earnings transcript', 'transcript', '2021 earnings', 'q2 2021', '2021', 'q1 2021', 'q3 2021', '2022 earnings', 'transcript blackrock', 'transcript chase']","['__COMPANY__ __TICKER__ Q1 2021 Earnings Call Transcript', '__COMPANY__ __TICKER__ Q3 2021 Earnings Call Transcript', '__COMPANY__ __TICKER__ Q2 2021 Earnings Call Transcript']"
97,70,97_paycheck_paycheck paycheck_living_ai bubble,"['paycheck', 'paycheck paycheck', 'living', 'ai bubble', 'bubble', 'concerned ai', 'bubble stock', 'today wacky', 'wacky', 'wacky markets']","['__COMPANY__ : Nearly one-third of low-income US households are living paycheck to paycheck', ""What a difference a decade makes...Inflation crunches today's post-secondary students, with almost half now living at home while attending school and assuming their parents will take care of their financial needs - __COMPANY__ poll"", 'Even six-figure earners are living paycheck to paycheck as prices soar — why a high income doesn’t cut it anymore']"
98,70,98_bitcoin_bitcoin etf_spot_spot bitcoin,"['bitcoin', 'bitcoin etf', 'spot', 'spot bitcoin', 'sec', 'bitcoin ether', 'etf', 'ark', 'ether', 'wood ark']","['BlackRock Met With SEC Officials To Discuss Spot Bitcoin ETF', 'BlackRock, Fidelity Discuss Spot Bitcoin ETF With SEC', 'BlackRock Updates Spot Bitcoin ETF Application']"
99,69,99_depositary_depositary bank_appointed_appointed depositary,"['depositary', 'depositary bank', 'appointed', 'appointed depositary', 'program', 'program appointed', 'adr', 'depositary receipt', 'receipt program', 'receipt']","['__COMPANY__ Appointed as Depositary Bank for the Sponsored American Depositary Receipt Program of Freelancer Limited', '__COMPANY__ Appointed as Depositary Bank for the Sponsored American Depositary Receipt Program of Hesai Group', '__COMPANY__ Appointed as Depositary Bank for the Sponsored American Depositary Receipt Program of Full Truck Alliance Co. Ltd.']"
100,69,100_higher today_today_trading today_stock today,"['higher today', 'today', 'trading today', 'stock today', 'stock trading', 'topped market', 'soaring today', 'higher', 'topped', 'rocketing']","['Why Is Seagate Technology (STX) Stock Rocketing Higher Today', 'Why Is AMD (AMD) Stock Rocketing Higher Today', 'Why Is Bloom Energy (BE) Stock Rocketing Higher Today']"
101,68,101_recession_chance recession_economy_sees,"['recession', 'chance recession', 'economy', 'sees', 'economic slowdown', 'says stress', 'stress economy', 'says', 'cfo says', 'considerable turbulence']","[""__COMPANY__ Clears Estimates, Economy Faces 'Considerable Turbulence,' Jamie Dimon Warns"", 'UPDATE 1- __COMPANY__ CFO says there will be stress as economy slows', '__COMPANY__ CFO says there will be stress as economy slows']"
102,67,102_increasing dividend_increasing_announced increasing_announced,"['increasing dividend', 'increasing', 'announced increasing', 'announced', 'dividend increased', 'dividend', 'ca', 'dividend ca', 'group increasing', 'increased']","['__COMPANY__ ( __TICKER__ ) Has Announced That It Will Be Increasing Its Dividend To US$0.20', '__COMPANY__ ( __TICKER__ ) Has Announced That It Will Be Increasing Its Dividend To $0.22', '__COMPANY__ ( __TICKER__ ) Has Announced That It Will Be Increasing Its Dividend To $0.24']"
